"1","1","1","1","100","1","0","0"
"1","1","2","1","100","1","0","0"
"1","1","3","1","100","1","0","0"
"1","1","4","1","100","1","0","0"
"1","1","5","1","100","2","1","0"
"2","1","1","1","50","1","0","0"
"2","1","1","2","50","1","0","0"
"2","1","2","1","33","1","0","0"
"2","1","2","2","33","1","0","0"
"2","1","2","3","33","1","0","0"
"2","1","3","1","100","2","1","0"
"2","2","1","1","33","1","0","0"
"2","2","1","2","33","1","0","0"
"2","2","1","3","33","1","0","0"
"2","2","2","1","33","1","0","0"
"2","2","2","2","33","1","0","0"
"2","2","2","3","33","1","0","0"
"2","2","3","1","100","2","1","0"
"2","3","1","1","50","1","0","0"
"2","3","1","2","50","1","0","0"
"2","3","2","1","50","1","0","0"
"2","3","2","2","50","1","0","0"
"2","3","3","1","100","2","1","0"
"3","1","1","1","50","1","0","0"
"3","1","1","2","50","1","0","0"
"3","1","2","1","33","1","0","0"
"3","1","2","2","33","1","0","0"
"3","1","2","3","33","1","0","0"
"3","1","3","1","100","2","1","0"
"3","2","1","1","33","1","0","0"
"3","2","1","2","33","1","0","0"
"3","2","1","3","33","1","0","0"
"3","2","2","1","33","1","0","0"
"3","2","2","2","33","1","0","0"
"3","2","2","3","33","1","0","0"
"3","2","3","1","100","2","1","0"
"3","3","1","1","50","1","0","0"
"3","3","1","2","50","1","0","0"
"3","3","2","1","50","1","0","0"
"3","3","2","2","50","1","0","0"
"3","3","3","1","100","2","1","0"
"4","1","1","1","50","1","0","0"
"4","1","1","2","50","1","0","0"
"4","1","2","1","50","1","0","0"
"4","1","2","2","50","1","0","0"
"4","1","3","1","100","2","1","0"
"4","2","1","1","50","1","0","0"
"4","2","1","2","50","1","0","0"
"4","2","2","1","50","1","0","0"
"4","2","2","2","50","1","0","0"
"4","2","3","1","100","2","1","0"
"4","3","1","1","50","1","0","0"
"4","3","1","2","50","1","0","0"
"4","3","2","1","50","1","0","0"
"4","3","2","2","50","1","0","0"
"4","3","3","1","100","2","1","0"
"5","1","1","1","33","1","0","0"
"5","1","1","2","33","1","0","0"
"5","1","1","3","33","1","0","0"
"5","1","2","1","33","1","0","0"
"5","1","2","2","33","1","0","0"
"5","1","2","3","33","1","0","0"
"5","1","3","1","33","1","0","0"
"5","1","3","2","33","1","0","0"
"5","1","3","3","33","1","0","0"
"5","1","4","1","33","1","0","0"
"5","1","4","2","33","1","0","0"
"5","1","4","3","33","1","0","0"
"5","1","5","1","100","2","1","0"
"5","2","1","1","33","1","0","0"
"5","2","1","2","33","1","0","0"
"5","2","1","3","33","1","0","0"
"5","2","2","1","33","1","0","0"
"5","2","2","2","33","1","0","0"
"5","2","2","3","33","1","0","0"
"5","2","3","1","33","1","0","0"
"5","2","3","2","33","1","0","0"
"5","2","3","3","33","1","0","0"
"5","2","4","1","33","1","0","0"
"5","2","4","2","33","1","0","0"
"5","2","4","3","33","1","0","0"
"5","2","5","1","100","2","1","0"
"5","3","1","1","33","1","0","0"
"5","3","1","2","33","1","0","0"
"5","3","1","3","33","1","0","0"
"5","3","2","1","33","1","0","0"
"5","3","2","2","33","1","0","0"
"5","3","2","3","33","1","0","0"
"5","3","3","1","33","1","0","0"
"5","3","3","2","33","1","0","0"
"5","3","3","3","33","1","0","0"
"5","3","4","1","33","1","0","0"
"5","3","4","2","33","1","0","0"
"5","3","4","3","33","1","0","0"
"5","3","5","1","100","2","1","0"
"5","4","1","1","33","1","0","0"
"5","4","1","2","33","1","0","0"
"5","4","1","3","33","1","0","0"
"5","4","2","1","33","1","0","0"
"5","4","2","2","33","1","0","0"
"5","4","2","3","33","1","0","0"
"5","4","3","1","33","1","0","0"
"5","4","3","2","33","1","0","0"
"5","4","3","3","33","1","0","0"
"5","4","4","1","33","1","0","0"
"5","4","4","2","33","1","0","0"
"5","4","4","3","33","1","0","0"
"5","4","5","1","100","2","1","0"
