"1","1","1","0","0","0","宝玉×1","宝玉×1"
"2","1","2","0","0","0","宝玉×2","宝玉×2"
"3","1","3","0","0","0","宝玉×3","宝玉×3"
"4","1","4","0","0","0","宝玉×4","宝玉×4"
"5","1","5","0","0","0","宝玉×5","宝玉×5"
"6","1","6","0","0","0","宝玉×6","宝玉×6"
"7","1","7","0","0","0","宝玉×7","宝玉×7"
"8","1","8","0","0","0","宝玉×8","宝玉×8"
"9","1","9","0","0","0","宝玉×9","宝玉×9"
"10","1","10","0","0","0","宝玉×10","宝玉×10"
"11","2","100","0","0","0","カネー×100","カネー×100"
"12","2","500","0","0","0","カネー×500","カネー×500"
"13","2","1000","0","0","0","カネー×1000","カネー×1000"
"14","2","2000","0","0","0","カネー×2000","カネー×2000"
"15","2","3000","0","0","0","カネー×3000","カネー×3000"
"16","2","5000","0","0","0","カネー×5000","カネー×5000"
"17","2","10000","0","0","0","カネー×10000","カネー×10000"
"18","2","30000","0","0","0","カネー×30000","カネー×30000"
"19","2","50000","0","0","0","カネー×50000","カネー×50000"
"20","2","100000","0","0","0","カネー×100000","カネー×100000"
"21","3","10","0","0","0","ガチャpt×10","ガチャpt×10"
"22","3","20","0","0","0","ガチャpt×20","ガチャpt×20"
"23","3","200","0","0","0","ガチャpt×200","ガチャpt×200"
"24","3","400","0","0","0","ガチャpt×400","ガチャpt×400"
"25","3","600","0","0","0","ガチャpt×600","ガチャpt×600"
"26","3","1000","0","0","0","ガチャpt×1000","ガチャpt×1000"
"27","3","2000","0","0","0","ガチャpt×2000","ガチャpt×2000"
"28","3","3000","0","0","0","ガチャpt×3000","ガチャpt×3000"
"29","3","4000","0","0","0","ガチャpt×4000","ガチャpt×4000"
"30","3","5000","0","0","0","ガチャpt×5000","ガチャpt×5000"
"31","4","50","0","0","0","雫pt×50","雫pt×50"
"32","4","100","0","0","0","雫pt×100","雫pt×100"
"33","4","300","0","0","0","雫pt×300","雫pt×300"
"34","4","500","0","0","0","雫pt×500","雫pt×500"
"35","4","1000","0","0","0","雫pt×1000","雫pt×1000"
"36","4","2000","0","0","0","雫pt×2000","雫pt×2000"
"37","4","3000","0","0","0","雫pt×3000","雫pt×3000"
"38","4","5000","0","0","0","雫pt×5000","雫pt×5000"
"39","4","10000","0","0","0","雫pt×10000","雫pt×10000"
"40","4","50000","0","0","0","雫pt×50000","雫pt×50000"
"41","1","15","0","0","0","宝玉×15個","宝玉×15個"
"111","6","1","0","11","0","火炎の葉×1","火炎の葉×1"
"112","6","1","0","12","0","火炎のサボテン×1","火炎のサボテン×1"
"113","6","1","0","13","0","火炎の花×1","火炎の花×1"
"114","6","1","0","14","0","火炎の果実×1","火炎の果実×1"
"115","6","1","0","15","0","火炎の結晶×1","火炎の結晶×1"
"121","6","1","0","21","0","聖水の葉×1","聖水の葉×1"
"122","6","1","0","22","0","聖水のサボテン×1","聖水のサボテン×1"
"123","6","1","0","23","0","聖水の花×1","聖水の花×1"
"124","6","1","0","24","0","聖水の果実×1","聖水の果実×1"
"125","6","1","0","25","0","聖水の結晶×1","聖水の結晶×1"
"131","6","1","0","31","0","疾風の葉×1","疾風の葉×1"
"132","6","1","0","32","0","疾風のサボテン×1","疾風のサボテン×1"
"133","6","1","0","33","0","疾風の花×1","疾風の花×1"
"134","6","1","0","34","0","疾風の果実×1","疾風の果実×1"
"135","6","1","0","35","0","疾風の結晶×1","疾風の結晶×1"
"136","6","50","0","11","0","火炎の葉×50","火炎の葉×50"
"137","6","20","0","12","0","火炎のサボテン×20","火炎のサボテン×20"
"138","6","10","0","13","0","火炎の花×10","火炎の花×10"
"139","6","5","0","14","0","火炎の果実×5","火炎の果実×5"
"140","6","1","0","15","0","火炎の結晶×1","火炎の結晶×1"
"141","6","50","0","21","0","聖水の葉×50","聖水の葉×50"
"142","6","20","0","22","0","聖水のサボテン×20","聖水のサボテン×20"
"143","6","10","0","23","0","聖水の花×10","聖水の花×10"
"144","6","5","0","24","0","聖水の果実×5","聖水の果実×5"
"145","6","1","0","25","0","聖水の結晶×1","聖水の結晶×1"
"146","6","50","0","31","0","疾風の葉×50","疾風の葉×50"
"147","6","20","0","32","0","疾風のサボテン×20","疾風のサボテン×20"
"148","6","10","0","33","0","疾風の花×10","疾風の花×10"
"149","6","5","0","34","0","疾風の果実×5","疾風の果実×5"
"150","6","1","0","35","0","疾風の結晶×1","疾風の結晶×1"
"10010","5","1","10010","0","0","ケサランパサラン・火","ケサランパサラン・火"
"10020","5","1","10020","0","0","ケサランパサラン・水","ケサランパサラン・水"
"10030","5","1","10030","0","0","ケサランパサラン・風","ケサランパサラン・風"
"10040","5","1","10040","0","0","木霊・火","木霊・火"
"10050","5","1","10050","0","0","木霊・水","木霊・水"
"10060","5","1","10060","0","0","木霊・風","木霊・風"
"10070","5","1","10070","0","0","船霊・火","船霊・火"
"10080","5","1","10080","0","0","船霊・水","船霊・水"
"10090","5","1","10090","0","0","船霊・風","船霊・風"
"10100","5","1","10100","0","0","火鼠・火","火鼠・火"
"10110","5","1","10110","0","0","火鼠・水","火鼠・水"
"10120","5","1","10120","0","0","火鼠・風","火鼠・風"
"10130","5","1","10130","0","0","金烏・火","金烏・火"
"10140","5","1","10140","0","0","金烏・水","金烏・水"
"10150","5","1","10150","0","0","金鳥・風","金鳥・風"
"10160","5","1","10160","0","0","ウィルオウィスプ・火","ウィルオウィスプ・火"
"10170","5","1","10170","0","0","ウィルオウィスプ・水","ウィルオウィスプ・水"
"10180","5","1","10180","0","0","ウィルオウィスプ・風","ウィルオウィスプ・風"
"10190","5","1","10190","0","0","マンドレイク・火","マンドレイク・火"
"10200","5","1","10200","0","0","マンドレイク・水","マンドレイク・水"
"10210","5","1","10210","0","0","マンドレイク・風","マンドレイク・風"
"10220","5","1","10220","0","0","鬼火・火","鬼火・火"
"10230","5","1","10230","0","0","鬼火・水","鬼火・水"
"10240","5","1","10240","0","0","鬼火・風","鬼火・風"
"10250","5","1","10250","0","0","じゅぼっこ・火","じゅぼっこ・火"
"10260","5","1","10260","0","0","じゅぼっこ・水","じゅぼっこ・水"
"10270","5","1","10270","0","0","じゅぼっこ・風","じゅぼっこ・風"
"10280","5","1","10280","0","0","不知火・火","不知火・火"
"10290","5","1","10290","0","0","不知火・水","不知火・水"
"10300","5","1","10300","0","0","不知火・風","不知火・風"
"20010","5","1","20010","0","0","狐火・火","狐火・火"
"20020","5","1","20020","0","0","狐火・水","狐火・水"
"20030","5","1","20030","0","0","狐火・風","狐火・風"
"20040","5","1","20040","0","0","河童・火","河童・火"
"20050","5","1","20050","0","0","河童・水","河童・水"
"20060","5","1","20060","0","0","河童・風","河童・風"
"20070","5","1","20070","0","0","豆狸・火","豆狸・火"
"20080","5","1","20080","0","0","豆狸・水","豆狸・水"
"20090","5","1","20090","0","0","豆狸・風","豆狸・風"
"20100","5","1","20100","0","0","一つ目小僧・火","一つ目小僧・火"
"20110","5","1","20110","0","0","一つ目小僧・水","一つ目小僧・水"
"20120","5","1","20120","0","0","一つ目小僧・風","一つ目小僧・風"
"20130","5","1","20130","0","0","天邪鬼・火","天邪鬼・火"
"20140","5","1","20140","0","0","天邪鬼・水","天邪鬼・水"
"20150","5","1","20150","0","0","天邪鬼・風","天邪鬼・風"
"20160","5","1","20160","0","0","オサキ狐・火","オサキ狐・火"
"20170","5","1","20170","0","0","オサキ狐・水","オサキ狐・水"
"20180","5","1","20180","0","0","オサキ狐・風","オサキ狐・風"
"20190","5","1","20190","0","0","ゲドウ・火","ゲドウ・火"
"20200","5","1","20200","0","0","ゲドウ・水","ゲドウ・水"
"20210","5","1","20210","0","0","ゲドウ・風","ゲドウ・風"
"20220","5","1","20220","0","0","てるてるぼうず・火","てるてるぼうず・火"
"20230","5","1","20230","0","0","てるてるぼうず・水","てるてるぼうず・水"
"20240","5","1","20240","0","0","てるてるぼうず・風","てるてるぼうず・風"
"20250","5","1","20250","0","0","バク・火","バク・火"
"20260","5","1","20260","0","0","バク・水","バク・水"
"20270","5","1","20270","0","0","バク・風","バク・風"
"20280","5","1","20280","0","0","ハクタク・火","ハクタク・火"
"20290","5","1","20290","0","0","ハクタク・水","ハクタク・水"
"20300","5","1","20300","0","0","ハクタク・風","ハクタク・風"
"20310","5","1","20310","0","0","ガルダ・火","ガルダ・火"
"20320","5","1","20320","0","0","ガルダ・水","ガルダ・水"
"20330","5","1","20330","0","0","ガルダ・風","ガルダ・風"
"20340","5","1","20340","0","0","狼男・火","狼男・火"
"20350","5","1","20350","0","0","狼男・水","狼男・水"
"20360","5","1","20360","0","0","狼男・風","狼男・風"
"20370","5","1","20370","0","0","ケルピー・火","ケルピー・火"
"20380","5","1","20380","0","0","ケルピー・水","ケルピー・水"
"20390","5","1","20390","0","0","ケルピー・風","ケルピー・風"
"20400","5","1","20400","0","0","ピエロ・火","ピエロ・火"
"20410","5","1","20410","0","0","ピエロ・水","ピエロ・水"
"20420","5","1","20420","0","0","ピエロ・風","ピエロ・風"
"20430","5","1","20430","0","0","クラーケン・火","クラーケン・火"
"20440","5","1","20440","0","0","クラーケン・水","クラーケン・水"
"20450","5","1","20450","0","0","クラーケン・風","クラーケン・風"
"20460","5","1","20460","0","0","のっぺらぼう・火","のっぺらぼう・火"
"20470","5","1","20470","0","0","のっぺらぼう・水","のっぺらぼう・水"
"20480","5","1","20480","0","0","のっぺらぼう・風","のっぺらぼう・風"
"20490","5","1","20490","0","0","アカナメ・火","アカナメ・火"
"20500","5","1","20500","0","0","アカナメ・水","アカナメ・水"
"20510","5","1","20510","0","0","アカナメ・風","アカナメ・風"
"20520","5","1","20520","0","0","小豆あらい・火","小豆あらい・火"
"20530","5","1","20530","0","0","小豆あらい・水","小豆あらい・水"
"20540","5","1","20540","0","0","小豆あらい・風","小豆あらい・風"
"20550","5","1","20550","0","0","油すまし・火","油すまし・火"
"20560","5","1","20560","0","0","油すまし・水","油すまし・水"
