"10010","10010","1","1","0"
"10020","10020","1","1","0"
"10030","10030","1","1","0"
"10040","10040","1","1","0"
"10050","10050","1","1","0"
"10060","10060","1","1","0"
"10070","10070","1","1","0"
"10080","10080","1","1","0"
"10090","10090","1","1","0"
"10100","10100","1","1","0"
"10110","10110","1","1","0"
"10120","10120","1","1","0"
"10130","10130","1","1","0"
"10140","10140","1","1","0"
"10150","10150","1","1","0"
"10160","10160","1","1","0"
"10170","10170","1","1","0"
"10180","10180","1","1","0"
"10190","10190","1","1","0"
"10200","10200","1","1","0"
"10210","10210","1","1","0"
"10220","10220","1","1","0"
"10230","10230","1","1","0"
"10240","10240","1","1","0"
"10250","10250","1","1","0"
"10260","10260","1","1","0"
"10270","10270","1","1","0"
"10280","10280","1","1","0"
"10290","10290","1","1","0"
"10300","10300","1","1","0"
"20010","20010","1","1","0"
"20020","20020","1","1","0"
"20030","20030","1","1","0"
"20040","20040","1","1","0"
"20050","20050","1","1","0"
"20060","20060","1","1","0"
"20070","20070","1","1","0"
"20080","20080","1","1","0"
"20090","20090","1","1","0"
"20100","20100","1","1","0"
"20110","20110","1","1","0"
"20120","20120","1","1","0"
"20130","20130","1","1","0"
"20140","20140","1","1","0"
"20150","20150","1","1","0"
"20160","20160","1","1","0"
"20170","20170","1","1","0"
"20180","20180","1","1","0"
"20190","20190","1","1","0"
"20200","20200","1","1","0"
"20210","20210","1","1","0"
"20220","20220","1","1","0"
"20230","20230","1","1","0"
"20240","20240","1","1","0"
"20250","20250","1","1","0"
"20260","20260","1","1","0"
"20270","20270","1","1","0"
"20280","20280","1","1","0"
"20290","20290","1","1","0"
"20300","20300","1","1","0"
"20310","20310","1","1","0"
"20320","20320","1","1","0"
"20330","20330","1","1","0"
"20340","20340","1","1","0"
"20350","20350","1","1","0"
"20360","20360","1","1","0"
"20370","20370","1","1","0"
"20380","20380","1","1","0"
"20390","20390","1","1","0"
"20400","20400","1","1","0"
"20410","20410","1","1","0"
"20420","20420","1","1","0"
"20430","20430","1","1","0"
"20440","20440","1","1","0"
"20450","20450","1","1","0"
"20460","20460","1","1","0"
"20470","20470","1","1","0"
"20480","20480","1","1","0"
"20490","20490","1","1","0"
"20500","20500","1","1","0"
"20510","20510","1","1","0"
"20520","20520","1","1","0"
"20530","20530","1","1","0"
"20540","20540","1","1","0"
"20550","20550","1","1","0"
"20560","20560","1","1","0"
"20570","20570","1","1","0"
"20580","20580","1","1","0"
"20590","20590","1","1","0"
"20600","20600","1","1","0"
"20610","20610","1","1","0"
"20620","20620","1","1","0"
"20630","20630","1","1","0"
"20640","20640","1","1","0"
"20650","20650","1","1","0"
"20660","20660","1","1","0"
"20670","20670","1","1","0"
"20680","20680","1","1","0"
"20690","20690","1","1","0"
"20700","20700","1","1","0"
"20710","20710","1","1","0"
"20720","20720","1","1","0"
"20730","20730","1","1","0"
"20740","20740","1","1","0"
"20750","20750","1","1","0"
"20760","20760","1","1","0"
"20770","20770","1","1","0"
"20780","20780","1","1","0"
"30010","30010","1","1","0"
"30011","30011","1","1","0"
"30020","30020","1","1","0"
"30021","30021","1","1","0"
"30030","30030","1","1","0"
"30031","30031","1","1","0"
"30040","30040","1","1","0"
"30041","30041","1","1","0"
"30050","30050","1","1","0"
"30051","30051","1","1","0"
"30060","30060","1","1","0"
"30061","30061","1","1","0"
"30070","30070","1","1","0"
"30071","30071","1","1","0"
"30080","30080","1","1","0"
"30081","30081","1","1","0"
"30090","30090","1","1","0"
"30091","30091","1","1","0"
"30100","30100","1","1","0"
"30101","30101","1","1","0"
"30110","30110","1","1","0"
"30111","30111","1","1","0"
"30120","30120","1","1","0"
"30121","30121","1","1","0"
"30140","30140","1","1","0"
"30141","30141","1","1","0"
"30150","30150","1","1","0"
"30151","30151","1","1","0"
"30160","30160","1","1","0"
"30161","30161","1","1","0"
"30170","30170","1","1","0"
"30171","30171","1","1","0"
"30180","30180","1","1","0"
"30181","30181","1","1","0"
"30190","30190","1","1","0"
"30191","30191","1","1","0"
