"10010","ケサランパサラン・火","1","10191","1","1","6","0","0","10","10","0","いつもフワフワ飛んでいる不思議な妖怪。さわり心地はとてもやわらかく、ほとんど重さを感じない。楽天的な性格。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10020","ケサランパサラン・水","2","10190","2","1","6","0","0","10","10","0","いつもフワフワ飛んでいる不思議な妖怪。ごきげんなときは、左右の触角がぴょこぴょこと動く。人なつっこい性格。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10030","ケサランパサラン・風","3","10190","3","1","6","0","0","10","10","0","いつもフワフワ飛んでいる不思議な妖怪。ちょっぴりのんびりやで、風に吹かれて知らない場所へ飛ばされてしまう。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10040","木霊・火","4","10201","1","1","6","0","0","10","10","0","いたずら好きな山の妖精。いつでもメガホンを使ってしゃべるので、近くにいるとうるさい。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10050","木霊・水","5","10200","2","1","6","0","0","10","10","0","いたずら好きな山の妖精。後ろからこっそり近づいて、「わっ！」と大きな声で驚かすのが大好き。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10060","木霊・風","6","10200","3","1","6","0","0","10","10","0","いたずら好きな山の妖精。持っているメガホンは宝物で、これを使わないとうまくしゃべれない。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10070","船霊・火","7","10211","1","1","5","0","0","10","10","0","船の守り神。オフナサマとも言う。水のような体を持ち、空中をゆっくりとすべるように移動する。つつくと嫌がる。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10080","船霊・水","8","10211","2","1","5","0","0","10","10","0","船の守り神。オフナサマとも言う。怒ると少しふくれるなど感情によって外見に若干の違いが出るようだが、それを見分けるのは至難の業。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10090","船霊・風","9","10211","3","1","5","0","0","10","10","0","船の守り神。オフナサマとも言う。水のような体から常にぴたぴたと雫がしたたっているが、それで体の水がなくなることはない。オトギ界の七不思議。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10100","火鼠・火","10","10131","1","1","4","0","0","10","10","0","すばしっこいネズミのオトギ。体が常に炎に包まれている。臆病だが好奇心旺盛で、特に知らない食べ物には興味津々。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10110","火鼠・水","11","10131","2","1","4","0","0","10","10","0","すばしっこいネズミのオトギ。体が常に炎に包まれている。臆病な性格で、怖がらせるとものすごいスピードで逃げられてしまう。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10120","火鼠・風","12","10131","3","1","4","0","0","10","10","0","すばしっこいネズミのオトギ。体が常に炎に包まれている。臆病だが、こちらに敵意がないことを示せば友達になってくれる。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10130","金烏・火","13","10130","1","1","4","0","0","10","10","0","いつでもどこでも楽しそうな3本足のカラス。太陽が好きで、日差しが強ければ強いほど気分がハイになる。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10140","金烏・水","14","10130","2","1","4","0","0","10","10","0","いつでもどこでも楽しそうな3本足のカラス。あんまりはしゃぐので、たまに3本の足がからまって転ぶ。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10150","金鳥・風","15","10130","3","1","4","0","0","10","10","0","いつでもどこでも楽しそうな3本足のカラス。太陽を象徴する神聖な鳥とも言われるが、それにしてはお気楽すぎる気がする。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10160","ウィルオウィスプ・火","16","10161","1","1","8","0","0","10","10","0","ナルシストな性格の怪火。この世に生きるもの全てから自分は愛されているのだと、心の底から信じきっている。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10170","ウィルオウィスプ・水","17","10161","2","1","8","0","0","10","10","0","ナルシストな性格の怪火。いついかなる時でも笑顔とカメラ目線は忘れない。輝くばかりのスター性。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10180","ウィルオウィスプ・風","18","10161","3","1","8","0","0","10","10","0","ナルシストな性格の怪火。全てのオトギが自分のファンだと信じているので、誰と接するときにも常に上機嫌。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10190","マンドレイク・火","19","10160","1","1","8","0","0","10","10","0","人型の根っこをもつ植物。自由気ままに生きるのが彼らのモットー。趣味は散歩。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10200","マンドレイク・水","20","10160","2","1","8","0","0","10","10","0","人型の根っこをもつ植物。頭にはえた草は薬になると言われている。しかも意外と美味しいらしい。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10210","マンドレイク・風","21","10160","3","1","8","0","0","10","10","0","人型の根っこをもつ植物。日向ぼっこが大好きで、居心地の良い日向を求めてどこまででも歩き回る。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10220","鬼火・火","22","10171","1","1","6","0","0","10","10","0","丸い目をした怪火。きょろきょろと辺りを見回し、猛スピードで空を飛ぶ。2本のツノがチャームポイント。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10230","鬼火・水","23","10171","2","1","6","0","0","10","10","0","丸い目をした怪火。少しおしゃべりでおせっかい。人の周りをヒュンヒュンと飛び回り世間話をしはじめる。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10240","鬼火・風","24","10171","3","1","6","0","0","10","10","0","丸い目をした怪火。おしゃべり好きで、自分の話を聞いてくれる人に出会うと嬉しくてたまらなくなってしまう。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10250","じゅぼっこ・火","25","10130","1","1","6","0","0","10","10","0","陽気な木の妖怪。フレンドリーな顔をしているが怒るととがった爪でひっかいてくるので注意。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10260","じゅぼっこ・水","26","10130","2","1","6","0","0","10","10","0","陽気な木の妖怪。頭の葉っぱから根っこの先までしなやかに動く。常にゆらゆらしている。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10270","じゅぼっこ・風","27","10130","3","1","6","0","0","10","10","0","陽気な木の妖怪。常にゆらゆらと揺れていて、そのしなやかな動きは見る者を惑わす。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10280","不知火・火","28","10211","1","1","6","0","0","10","10","0","何を考えているのか、あるいは何も考えていないのかもわからない謎の怪火。たまにしゃべる。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10290","不知火・水","29","10211","2","1","6","0","0","10","10","0","何を考えているのかわからない、謎の怪火。夜道をゆらゆらと浮かびながら散歩しているのが目撃される。","0","0","0","100","100","0000-00-00 00:00:00","0"
"10300","不知火・風","30","10211","3","1","6","0","0","10","10","0","何を考えているのかわからない、謎の怪火。ふと気がつくと背後に浮かんでいたりして、けっこう怖い。","0","0","0","100","100","0000-00-00 00:00:00","0"
"20010","狐火・火","31","10111","1","2","6","0","103001","20","30","1","半身がキツネ、半身が炎の妖怪。非常に身のこなしが軽い。ピンチになると炎になって逃げ出す。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20020","狐火・水","32","10111","2","2","6","0","103001","20","30","1","半身がキツネ、半身が炎の妖怪。炎のような模様が全身にぐるぐると渦巻いている。性格は冷静で几帳面。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20030","狐火・風","33","10111","3","2","6","0","103001","20","30","1","半身がキツネ、半身が炎の妖怪。空中でくるくると回転し、夜道を歩く人を惑わせる。好物はもちろん、おいなりさん。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20040","河童・火","34","10110","1","2","6","0","102001","20","30","1","釣りが大好きなお気楽妖怪。人のいない綺麗な川辺を好み、一日中のんびりと釣りを楽しんでいる。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20050","河童・水","35","10110","2","2","6","0","102001","20","30","1","釣りが大好きなお気楽妖怪。泳ぐのも得意で、澄んだ水の中を気持ち良さそうに潜って遊ぶ。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20060","河童・風","36","10110","3","2","6","0","102001","20","30","1","釣りが大好きなお気楽妖怪。山奥の綺麗な川などで釣りをしている姿がよく見られる。釣った魚は元の水に戻してやるのが河童たちのルール。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20070","豆狸・火","37","10120","1","2","6","0","6004","20","30","1","人を化かす狸の妖怪。頭に葉っぱをのせて、様々なものに化けることができる。今は踊りがマイブーム。その腰つきはちょっぴりセクシー。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20080","豆狸・水","38","10120","2","2","6","0","6004","20","30","1","人を化かす狸の妖怪。しかし今は人を化かすよりも踊りで人を魅了するほうに情熱を注いでいるようだ。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20090","豆狸・風","39","10120","3","2","6","0","6004","20","30","1","人を化かす狸の妖怪。踊りのうまい豆狸ほど頭に葉っぱを乗せたまま激しい動きをすることができるという。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20100","一つ目小僧・火","40","10141","1","2","6","0","104001","20","30","1","大きな布を頭に巻いた妖怪青年。布に描かれた一つ目がキョロキョロと動く。これで周囲を見ているらしい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20110","一つ目小僧・水","41","10141","2","2","6","0","104001","20","30","1","大きな布を頭に巻いた妖怪青年。布に描かれた大きな一つ目でものを見る。何かにつけてノリが軽い。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20120","一つ目小僧・風","42","10141","3","2","6","0","104001","20","30","1","大きな布を頭に巻いた妖怪青年。ノリが軽く、チャラチャラした性格。布に描かれた目は本物で、いつもキョロキョロと動いている。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20130","天邪鬼・火","43","10181","1","2","2","0","1010","20","30","1","素直じゃない鬼。思っていることとは逆のことを言って相手を翻弄する。その性根は、意外と純真。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20140","天邪鬼・水","44","10181","2","2","2","0","1010","20","30","1","素直じゃない鬼。常に思っていることとは逆の発言をするので、彼と話すときは注意が必要。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20150","天邪鬼・風","45","10181","3","2","2","0","1010","20","30","1","素直じゃない鬼。思っていることと逆の発言をする。動きは鈍いが力は強く、金棒のひと振りは敵をまとめてなぎ倒す。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20160","オサキ狐・火","46","10130","1","2","6","0","101001","20","30","1","二又のしっぽをもつキツネの妖怪。神出鬼没だが、人懐っこい性格なので呼べばすぐに駆けつけてくれる。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20170","オサキ狐・水","47","10130","2","2","6","0","101001","20","30","1","二又のしっぽをもつキツネの妖怪。その毛並みはなめらかでフワフワ。夜になるとやわらかい2本のしっぽに包まって眠る。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20180","オサキ狐・風","48","10130","3","2","6","0","101001","20","30","1","二又のしっぽをもつキツネの妖怪。基本的に人懐っこい性格だが、意地悪をすると末代まで祟られるという噂。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20190","ゲドウ・火","49","10151","1","2","2","0","1014","20","30","1","乱暴者な小悪党。いつも片手に何かの骨を持ちブンブンと振り回している。考えごとをするのは苦手。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20200","ゲドウ・水","50","10151","2","2","2","0","1014","20","30","1","乱暴者な小悪党。楽しくケンカできる相手を求めてオトギの世界をさまよい歩いている。自分より格上の相手にはあまり手を出さない。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20210","ゲドウ・風","51","10151","3","2","2","0","1014","20","30","1","乱暴者な小悪党。ものを考えるのが苦手なので、頭をからっぽにして暴れまわるのが何よりの楽しみ。しゃべるときは常にケンカ腰。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20220","てるてるぼうず・火","52","10130","1","2","5","0","2003","20","30","1","天気を変える力を持つといわれるまじない人形。てるてるぼうずをたくさん呼んで願掛けをすると次の日は晴れになるらしい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20230","てるてるぼうず・水","53","10130","2","2","5","0","2001","20","30","1","天気を変える力を持つといわれるまじない人形。てるてるぼうずが逆立ちをすると次の日は雨になるらしい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20240","てるてるぼうず・風","54","10130","3","2","5","0","2002","20","30","1","天気を変える力を持つといわれるまじない人形。中に誰か入っているような気がしないでもないが、それを確かめられた者はいない。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20250","バク・火","55","10131","1","2","4","0","1017","20","30","1","悪夢を食べる霊獣。邪気を払ってくれるため縁起の良い霊獣だといわれている。やわらかい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20260","バク・水","56","10131","2","2","4","0","1017","20","30","1","悪夢を食べる霊獣。のんびりほんわかとした性格。バクを枕にして寝ると素敵な夢が見れるらしい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20270","バク・風","57","10131","3","2","4","0","1017","20","30","1","悪夢を食べる霊獣。悪い夢にうなされている人のところへどこからともなくやってくる。自分で見た悪夢を自分で食べることもある。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20280","ハクタク・火","58","10171","1","2","4","0","102001","20","30","1","万物を知るといわれる霊獣。あらゆる病気や天災から身を守る方法を知っているらしいが、本人はその強い好奇心のせいでトラブルに巻き込まれがち。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20290","ハクタク・水","59","10170","2","2","4","0","102001","20","30","1","万物を知るといわれる霊獣。世の中のあらゆることを知りたがり、のっそりとした動きでいろいろなことに首をつっこんではトラブルに巻き込まれている。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20300","ハクタク・風","60","10170","3","2","4","0","102001","20","30","1","万物を知るといわれる霊獣。動きののっそりとした癒し系。病魔を避ける力を持つため神獣とも呼ばれる。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20310","ガルダ・火","61","10151","1","2","3","0","1001","20","30","1","強さを求める戦士鳥。敵が強ければ強いほど闘志を燃やす性格。闘志が最高潮に達すると全身が光り輝く。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20320","ガルダ・水","62","10151","2","2","3","0","1001","20","30","1","強さを求める戦士鳥。逆境を好み、誰にもかなわないような強い敵と戦えることを願っている。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20330","ガルダ・風","63","10151","3","2","3","0","1001","20","30","1","強さを求める戦士鳥。どんな強い敵とも戦えるように日々修行を怠らない。6枚の翼を広げてハイスピードで空を飛ぶ。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20340","狼男・火","64","10141","1","2","3","0","1001","20","30","1","元気でやんちゃな狼と人間のハーフ。誰とでも大きな声であいさつできる良い子。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20350","狼男・水","65","10141","2","2","3","0","1001","20","30","1","元気でやんちゃな狼と人間のハーフ。走り回るのが大好きで、誰とでも仲良くなれる。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20360","狼男・風","66","10141","3","2","3","0","1001","20","30","1","元気でやんちゃな狼と人間のハーフ。昼は思いっきり遊び、夜はぐっすり眠る。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20370","ケルピー・火","67","10161","1","2","4","0","1015","20","30","1","半身が馬、半身が魚の魔獣。潜水が得意で湖の底で生活している。逆に陸上では、魚のしっぽが重くてうまく動けないらしい。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20380","ケルピー・水","68","10161","2","2","4","0","1015","20","30","1","半身が馬、半身が魚の魔獣。水に潜るのが大好き。たまに人やオトギを湖へ誘い込んで溺れさせてしまったりするが、本人に悪気はない。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20390","ケルピー・風","69","10161","3","2","4","0","1015","20","30","1","半身が馬、半身が魚の魔獣。泳ぎが得意で、湖の中を何時間でも泳ぎ続ける。臆病な性格なのであまり陸上へは出たがらない。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20400","ピエロ・火","70","10141","1","2","8","0","1013","20","30","1","表情の読めない謎の男。気配もなく突然現れては華麗なジャグリングを披露する。目を離しているすきにいつの間にか姿を消してしまう。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20410","ピエロ・水","71","10141","2","2","8","0","1013","20","30","1","表情の読めない謎の男。ふらふらとした足取りで歩きながら道行く人に大道芸を披露する。ジャグリングの天才。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20420","ピエロ・風","72","10141","3","2","8","0","1013","20","30","1","表情の読めない謎の男。人に優しく害をなすことは無いが、何を考えているか分からないのでなんだか不気味な存在である。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20430","クラーケン・火","73","10161","1","2","4","0","1016","20","30","1","マイペースな大イカ。それなりに大きな体をしているが、ご先祖さまはもっと大きかったと不満に思っているらしい。ヨットのおもちゃがお気に入り。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20440","クラーケン・水","74","10161","2","2","4","0","1016","20","30","1","マイペースな大イカ。もっともっと大きくなりたいと日々トレーニングにいそしんでいる。足腰が丈夫なので陸上でも生活できる。","2","2","2","200","200","0000-00-00 00:00:00","0"
"20450","クラーケン・風","75","10161","3","2","4","0","1016","20","30","1","マイペースな大イカ。いつかご先祖さまと同じくらい巨大な体になるのが夢。ヨットのおもちゃを使ってイメージトレーニングに励んでいる。","2","2","2","200","200","0000-00-00 00:00:00","0"
