"1","1","1","1","1","1001"
"1","1","2","1","1","1004"
"1","1","3","1","1","1002"
"1","1","4","1","1","1001"
"1","1","4","1","2","1002"
"1","1","4","1","3","1003"
"1","1","5","1","1","1101"
"2","1","1","1","1","2001"
"2","1","1","1","2","2020"
"2","1","1","1","3","2001"
"2","1","1","2","1","2020"
"2","1","1","2","2","2020"
"2","1","2","1","1","2021"
"2","1","2","1","2","2001"
"2","1","2","1","3","2022"
"2","1","2","2","1","2023"
"2","1","2","2","2","2024"
"2","1","2","2","3","2024"
"2","1","2","2","4","2023"
"2","1","2","3","1","2025"
"2","1","2","3","2","2025"
"2","1","3","1","1","2023"
"2","1","3","1","2","2105"
"2","1","3","1","3","2023"
"2","2","1","1","1","2026"
"2","2","1","1","2","2027"
"2","2","1","1","3","2026"
"2","2","1","2","1","2028"
"2","2","1","2","2","2029"
"2","2","1","2","3","2028"
"2","2","1","3","1","2027"
"2","2","1","3","2","2027"
"2","2","2","1","1","2001"
"2","2","2","1","2","2030"
"2","2","2","1","3","2003"
"2","2","2","2","1","2031"
"2","2","2","2","2","2031"
"2","2","2","3","1","2030"
"2","2","2","3","2","2032"
"2","2","2","3","3","2030"
"2","2","3","1","1","2102"
"2","3","1","1","1","2034"
"2","3","1","1","2","2035"
"2","3","1","1","3","2036"
"2","3","1","1","4","2001"
"2","3","1","2","1","2024"
"2","3","1","2","2","2037"
"2","3","1","2","3","2034"
"2","3","2","1","1","2038"
"2","3","2","1","2","2039"
"2","3","2","1","3","2038"
"2","3","2","2","1","2039"
"2","3","2","2","2","2040"
"2","3","2","2","3","2039"
"2","3","3","1","1","2103"
"2","3","3","1","2","2104"
"3","1","1","1","1","3001"
"3","1","1","1","2","3020"
"3","1","1","1","3","3001"
"3","1","1","2","1","3021"
"3","1","1","2","2","3021"
"3","1","1","3","1","3002"
"3","1","1","3","2","3003"
"3","1","2","1","1","3022"
"3","1","2","1","2","3002"
"3","1","2","1","3","3022"
"3","1","2","2","1","3023"
"3","1","2","2","2","3023"
"3","1","2","2","3","3023"
"3","1","2","3","1","3024"
"3","1","2","3","2","3023"
"3","1","2","3","3","3024"
"3","1","3","1","1","3105"
"3","2","1","1","1","30026"
"3","2","1","1","2","3025"
"3","2","1","1","3","3001"
"3","2","1","2","1","3027"
"3","2","1","2","2","3027"
"3","2","1","3","1","3025"
"3","2","1","3","2","3028"
"3","2","2","1","1","3029"
"3","2","2","1","2","3029"
"3","2","2","1","3","3030"
"3","2","2","2","1","3029"
"3","2","2","2","2","3031"
"3","2","2","2","3","3003"
"3","2","2","3","1","3032"
"3","2","2","3","2","3031"
"3","2","2","3","3","3032"
"3","2","3","1","1","3034"
"3","3","1","1","1","3001"
"3","3","1","1","2","3035"
"3","3","1","1","3","3036"
"3","3","1","1","4","3001"
"3","3","1","2","1","3037"
"3","3","1","2","2","3038"
"3","3","1","2","3","3037"
"3","3","2","1","1","3035"
"3","3","2","1","2","3039"
"3","3","2","1","3","3035"
"3","3","2","2","1","3040"
"3","3","2","2","2","3041"
"3","3","3","1","1","3103"
"4","1","1","1","1","4020"
"4","1","1","1","2","4021"
"4","1","1","1","3","4021"
"4","1","1","2","1","4022"
"4","1","1","2","2","4023"
"4","1","1","3","1","4002"
"4","1","1","3","2","4003"
"4","1","2","1","1","4024"
"4","1","2","1","2","4025"
"4","1","2","1","3","4025"
"4","1","2","2","1","4026"
"4","1","2","2","2","4025"
"4","1","2","2","3","4026"
"4","1","2","3","1","4003"
"4","1","2","3","2","4002"
"4","1","2","3","3","4001"
"4","1","3","1","1","4106"
"4","2","1","1","1","4027"
"4","2","1","1","2","4028"
"4","2","1","1","3","4027"
"4","2","1","2","1","4029"
"4","2","1","2","2","4029"
"4","2","1","2","3","4029"
"4","2","1","3","1","4002"
"4","2","1","3","2","4002"
"4","2","2","1","1","4030"
"4","2","2","1","2","4031"
"4","2","2","1","3","4030"
"4","2","2","2","1","4032"
"4","2","2","2","2","4030"
"4","2","2","3","1","4003"
"4","2","2","3","2","4002"
"4","2","2","3","3","4003"
"4","2","3","1","1","4016"
"4","3","1","1","1","4033"
"4","3","1","1","2","4033"
"4","3","1","1","3","4033"
"4","3","1","1","4","4033"
"4","3","1","2","1","4033"
"4","3","1","2","2","4034"
"4","3","1","2","3","4033"
"4","3","2","1","1","4035"
"4","3","2","1","2","4035"
"4","3","2","1","3","4036"
"4","3","2","2","1","4031"
"4","3","2","2","2","4036"
"4","3","2","2","3","4035"
"4","3","3","1","1","4103"
"4","3","3","1","2","4107"
"5","1","1","1","1","5020"
"5","1","1","1","2","5021"
"5","1","1","1","3","5022"
