"0","50191","20","0","5","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","0","1","0","0","30240","0","0"
"1","10010","10000","0","1000","0","1","1","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","2","0","0","0","0","0","0","0"
"2","10010","100","0","1000","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","0","0","0","0","0","0","0"
"3","10010","100","0","1000","10001","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","2","0","0","0","0","0","0","0"
"100","40070","100","0","0","100","1","100","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","40070","0","0"
"101","30340","80","0","70","100","1","100","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30340","0","0"
"102","30240","80","0","150","100","2","100","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30240","0","0"
"103","30210","80","0","70","100","1","100","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30210","0","0"
"104","30410","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30410","0","0"
"105","30550","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30550","0","0"
"106","30280","50","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30280","0","0"
"107","30570","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30570","0","0"
"108","30040","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30040","0","0"
"109","30350","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30350","0","0"
"110","30320","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30320","0","0"
"111","30310","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30310","0","0"
"112","30280","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30280","0","0"
"113","30560","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30560","0","0"
"114","30580","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30580","0","0"
"115","30060","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30060","0","0"
"116","30070","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30070","0","0"
"117","30200","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30200","0","0"
"118","30630","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30630","0","0"
"119","30050","80","0","70","0","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30050","0","0"
"120","30140","80","0","150","0","2","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","2","100","1","0","0","30140","0","0"
