"1","0","20","2","5"
"2","100","21","3","6"
"3","420","22","3","7"
"4","740","23","3","8"
"5","1460","24","3","9"
"6","1780","25","3","10"
"7","2100","26","3","10"
"8","2820","27","3","11"
"9","4180","28","3","11"
"10","6960","29","3","12"
"11","9100.625","30","3","12"
"12","11776.40625","31","3","13"
"13","15121.1328125","32","3","13"
"14","19302.041015625","33","3","14"
"15","24528.1762695313","34","3","14"
"16","31060.8453369141","35","3","15"
"17","39226.6816711426","36","3","15"
"18","49433.9770889282","37","3","16"
"19","62193.0963611603","38","3","16"
"20","74964.9747526646","39","3","17"
"21","87749.6250225604","40","3","17"
"22","100547.059942726","41","3","18"
"23","113357.292297812","42","3","18"
"24","126180.334885253","43","3","19"
"25","139016.200515281","44","3","19"
"26","151864.90201094","45","3","20"
"27","164726.452208094","46","3","20"
"28","177600.863955445","47","3","21"
"29","190488.150114543","48","3","21"
"30","204019.800581597","49","3","22"
"31","218228.033572003","50","3","22"
"32","233146.67821193","51","3","23"
"33","248811.255083852","52","3","23"
"34","265259.060799371","53","3","24"
"35","282529.256800666","54","3","24"
"36","300662.962602026","55","3","25"
"37","319703.353693453","56","3","25"
"38","339695.764339452","57","3","26"
"39","360687.795517751","58","3","26"
"40","383779.02981388","59","3","27"
"41","409179.387539622","60","3","27"
"42","437119.781037938","61","3","28"
"43","467854.213886085","62","3","28"
"44","501662.090019047","63","3","29"
"45","538850.753765306","64","3","29"
"46","579758.28388619","65","3","30"
"47","624756.567019163","66","3","30"
"48","674254.678465433","67","3","31"
"49","728702.60105633","68","3","31"
"50","783695.002873136","69","4","32"
"51","839237.32870811","70","4","32"
"52","895335.077801434","71","4","33"
"53","951993.804385691","72","4","33"
"54","1009219.11823579","73","4","34"
"55","1067016.68522439","74","4","34"
"56","1125392.22788288","75","4","35"
"57","1184351.52596795","76","4","35"
"58","1243900.41703387","77","4","36"
"59","1304044.79701045","78","4","36"
"60","1364790.6207868","79","4","37"
"61","1426143.90280091","80","4","37"
"62","1488110.71763516","81","4","38"
"63","1550697.20061776","82","4","38"
"64","1613909.54843018","83","4","39"
"65","1677754.01972072","84","4","39"
"66","1742236.93572417","85","4","40"
"67","1807364.68088766","86","4","40"
"68","1873143.70350278","87","4","41"
"69","1939580.51634405","88","4","41"
"70","2006681.69731373","89","4","42"
"71","2074453.89009311","90","4","42"
"72","2142903.80480028","91","4","43"
"73","2212038.21865453","92","4","43"
"74","2281863.97664732","93","4","44"
"75","2352387.99222003","94","4","44"
"76","2423617.24794848","95","4","45"
"77","2495558.7962342","96","4","45"
"78","2568219.76000279","97","4","46"
